0,5;0,527997977079418;0,532488678133449;0,534053006657536;0,56135596189822;0,600742665299506;0,61765647571478;0,649192824358623;0,65336509076942;0,679046270545529;0,691067058346703;0,753902045507105;0,768507971513362;0,789421961960239;0,81864956840192;0,825904890379666;0,828983922320329;0,864284516713333;0,925854435829287;0,943908596909142;1;1,00389340019263;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;139;
0,658489255827255;0,67318717480636;0,681837105798154;0,691510142830513;0,732928973526042;0,757726368402926;0,758134557685485;0,864201829084882;0,871056372230275;0,915439468526174;0,942671992152638;0,948216632691988;0,953474310400169;1;1,04251658128388;1,06460859881515;1,06473752607226;1,18885162561494;1,23851699520563;1,24159811854647;1,24895825029398;1,26986540199071;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;132;133;134;135;136;137;138;139;
0,5;0,509632012268573;0,530847067739706;0,535384911574482;0,540930671774092;0,5709930736869;0,582703781404834;0,608434955001382;0,609059029665572;0,617045187423834;0,649094430520005;0,707168032536401;0,719144381632334;0,725142125651473;0,73569059108764;0,740812465193383;0,747785717600785;0,748929303348395;0,763047957318699;0,789296492527239;1;1,04204993819852;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;139;
0,5;0,513027255969722;0,549133110862505;0,556401991782171;0,60107339315266;0,618164598318854;0,650790973612077;0,668487715358429;0,681748782574559;0,685285558748572;0,763440045407195;0,797603077262998;0,800518515989429;0,812610456943232;0,845212009045321;0,846794245652064;0,848119385606227;0,869409689849008;0,871503293919181;0,9089897437095;1;1,02698880729977;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;139;
0,5;0,513242739926658;0,527646518241124;0,607733489832398;0,638229403626449;0,639455764277201;0,659091755376908;0,672275564836789;0,695632910330477;0,698501510759595;0,726289891708455;0,731060206968759;0,770550040365224;0,778826314533305;0,798625948450698;0,86712885854256;0,870042103429387;0,91562219954695;0,965999449574572;1;1,02057484682059;1,10920256192357;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;138;139;
0,5;0,511603654457657;0,565985515706746;0,589469096013983;0,644095001551135;0,653793928395127;0,670581155446241;0,670617700487672;0,675395703512361;0,685216349710534;0,696030812408111;0,711761745296011;0,727636991376866;0,736956020389421;0,773875630052163;0,791469619562311;0,839446921250919;0,868589160119857;0,884271557126162;0,948188272423223;1;1,00863386933972;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;139;
0,5;0,512815661915176;0,563096151073059;0,571686290637993;0,60092190077669;0,606804936107871;0,612017479728686;0,629648276905845;0,665942398044569;0,674802474989528;0,713598186490302;0,742523762782023;0,776943945374916;0,837072958870246;0,869533885156871;0,935185518551525;0,996601495002633;0,998613965675035;1;1,01361556891017;1,01615506536115;1,03748773046881;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;137;138;139;
0,5;0,535223318194139;0,545638038148474;0,551242631285832;0,61667891613404;0,63339141353449;0,65500326219939;0,683995000249371;0,727564220269056;0,760455773703882;0,761773678148518;0,767261293332604;0,792743790915887;0,804229838722573;0,859564777523062;0,877162299258578;0,889847473000049;0,931586020140897;0,934770547651915;0,948876005516579;1;1,00328843239815;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;139;
0,5;0,508197134733955;0,51088315877775;0,543627462807348;0,603856040674789;0,678880018527583;0,729235306683563;0,748481087932646;0,751338156951577;0,761626474004599;0,768340741507755;0,769773036241754;0,802211231395524;0,824181015966521;0,824927725851159;0,842321273331752;0,941734511044148;1;1,0086657466311;1,03379238882661;1,09521870822402;1,40131023893128;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;136;137;138;139;
0,5;0,500174719162111;0,517031674490322;0,549310011482744;0,549328086958874;0,600768413943363;0,608839348519402;0,626327983549743;0,631929311246667;0,663440973167725;0,673180359806;0,693738174087454;0,697179703177477;0,721668875919148;0,727286516612109;0,777164488745808;0,779620958064031;0,796691090616267;0,841169339023549;0,856791268429993;1;1,03280297349095;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;139;
0,5;0,525530104981614;0,543388301502711;0,571793356223553;0,583508116937214;0,583860521850142;0,601577681472045;0,641016100130884;0,64692726533144;0,755760099306844;0,773206173774795;0,878336811388869;0,88827160807709;0,895210945940041;0,918887703376107;0,92178220889924;0,938183846254281;1;1,26608352800503;1,28152600838109;1,28327176897193;1,31502127853848;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;136;137;138;139;
