0,524582874693041;0,556589107136585;0,564843281109968;0,611336749720758;0,62372662917828;0,652899338648291;0,718143918707956;0,803904428427882;0,808107995215023;0,831644055608036;0,8486110875322;0,848700880384848;0,853612366809704;0,897648318379411;0,93662947159569;1;1,05588277990722;1,10117634564906;1,11707410414331;1,36952561903646;1,39931393416061;1,51313101654153;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;134;135;136;137;138;139;
0,602576371273858;0,613303949695137;0,623789007585713;0,634166540034196;0,681368487572183;0,683803357221179;0,695159101099263;0,739542197395162;0,778693901269561;0,784238541808912;0,786318704469267;0,792169152028265;0,806668975107358;0,825773236417804;0,864724385287258;0,877023934161301;0,912014899167652;0,915111138268991;0,917238688021832;0,985130970403949;1;1,01464612916824;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;139;
0,5;0,53668797392891;0,603437064775739;0,611406893511202;0,627885150785856;0,647703172131671;0,666959469401167;0,675178367106968;0,755642292987966;0,756266367652156;0,764252525410418;0,784295617703444;0,791209811206244;0,844029182345177;0,855272815219479;0,94313165080495;0,943243105877813;0,950216358285216;1;1,02655908519913;1,03121665972086;1,03699324743852;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;137;138;139;
0,5;0,508763156982222;0,545815181990535;0,574111206477822;0,6168909499225;0,62073787620271;0,66416871109558;0,67742977831171;0,707565994979162;0,711999446397547;0,74616247825335;0,766994935016636;0,789817132935921;0,799804016314432;0,801386252921175;0,802711392875339;0,82434661710099;0,84123124102019;0,923413767089147;0,933408073604417;1;1,03799402489111;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;139;
0,5;0,565221000924032;0,595086487965834;0,600490737078114;0,604580147989596;0,667644636924325;0,687280628024031;0,700464437483913;0,723821782977601;0,726690383406718;0,729803749553885;0,732374871458567;0,808894634455196;0,819081007068045;0,920853471991363;0,92300382317086;0,944904255000647;0,945534685725765;0,991114781843328;1;1,02064735375831;1,06748966674593;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;138;139;
0,504778862536183;0,514446729163891;0,552526584926921;0,567644523092108;0,661703010249851;0,677489607827864;0,700973188135101;0,755599093672253;0,764424791716463;0,804204638117336;0,81438848548605;0,824209131684223;0,854537649285245;1;1,07132679819933;1,09635660775046;1,23900366493218;1,37670039877226;1,42697723221907;1,51636744659986;1,58673643990827;1,62850176162895;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;132;133;134;135;136;137;138;139;
0,5;0,51770717913824;0,551036532319675;0,581793811646496;0,588929455591049;0,622866030311393;0,733833983202933;0,744064378604285;0,74731319430481;0,781733376897704;0,901372313289635;0,918954241915717;0,993165664877418;1;1,03910823733978;1,04717357842865;1,10559744327702;1,11492782143638;1,14052516765651;1,15190018578228;1,15525723733055;1,52540058918152;
120;121;122;123;124;125;126;127;128;129;130;131;132;133;132;133;134;135;136;137;138;139;
